EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,C.I,Name,DaysWorked,HBN,HED,HEN
RM372,29,26-35,False,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,4,Male,54,3,1,Research Scientist,4,Single,2201,Upto 5k,18168,9,16,3,4,80,0,6,4,3,3,2,1,2.0,22517517,Lisa Johnson,24,0,2,0
RM421,29,26-35,False,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,11935,10k-15k,21526,1,18,3,3,80,0,10,2,3,10,2,0,7.0,41726318,Michael Hansen,26,1,2,2
RM422,29,26-35,True,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,2546,Upto 5k,18300,5,16,3,2,80,0,6,2,4,2,2,1,1.0,32321899,Mr. Marcus Hall,23,1,1,2
RM455,29,26-35,False,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,Upto 5k,22645,4,12,3,2,80,2,8,2,4,3,2,1,2.0,64547971,Roberto Brewer,30,0,2,2
RM508,29,26-35,False,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2,Female,62,3,2,Sales Executive,3,Married,5561,5k-10k,3487,1,14,3,1,80,1,6,5,2,6,0,1,2.0,75181648,Corey Delgado,24,1,2,0
RM520,29,26-35,False,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720,Upto 5k,18959,1,18,3,4,80,1,10,5,3,10,7,2,8.0,74606833,Crystal Torres,27,0,1,2
RM547,29,26-35,False,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,3,Male,99,3,1,Sales Representative,3,Single,2642,Upto 5k,2755,1,11,3,3,80,0,1,6,3,1,0,0,0.0,38688676,Jacob King,21,0,2,0
RM556,29,26-35,False,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,4,Male,83,3,1,Sales Representative,2,Divorced,2297,Upto 5k,17967,1,14,3,4,80,2,2,2,3,2,2,2,2.0,63826716,Hunter Walter,30,2,0,0
RM573,29,26-35,False,Travel_Rarely,657,Research & Development,27,3,Medical,1,793,2,Female,66,3,2,Healthcare Representative,3,Married,4335,Upto 5k,25549,4,12,3,1,80,1,11,3,2,8,7,1,1.0,17869910,Kathy Davis,23,1,0,0
RM590,29,26-35,True,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319,Upto 5k,6689,1,11,3,4,80,1,1,1,3,1,0,0,0.0,32097220,Jason Cunningham,21,2,0,1
RM595,29,26-35,False,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700,Upto 5k,23779,1,24,4,3,80,1,10,3,3,10,7,0,7.0,60864911,Robert Rogers,21,1,1,2
RM646,29,26-35,True,Travel_Rarely,341,Sales,1,3,Medical,1,896,2,Female,48,2,1,Sales Representative,3,Divorced,2800,Upto 5k,23522,6,19,3,3,80,3,5,3,3,3,2,0,2.0,10289289,Kaylee Harrison,26,0,2,2
RM658,29,26-35,False,Travel_Rarely,1086,Research & Development,7,1,Medical,1,912,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,Upto 5k,6054,6,14,3,3,80,3,8,5,3,4,3,0,3.0,62401521,Jeffrey Baker,27,0,2,0
RM698,29,26-35,False,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,974,3,Female,84,3,1,Sales Representative,4,Married,2157,Upto 5k,18203,1,15,3,2,80,1,3,5,3,3,1,0,2.0,45594951,Jasmine Dixon,27,2,1,0
RM712,29,26-35,True,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,994,4,Female,92,2,1,Research Scientist,1,Single,2404,Upto 5k,11479,6,20,4,3,80,0,3,5,3,0,0,0,0.0,71070189,Jorge Hunt,21,0,2,0
RM809,29,26-35,False,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,Upto 5k,26968,4,22,4,1,80,1,11,1,3,7,5,1,7.0,48285503,Stephen Cooke,28,1,2,0
RM824,29,26-35,False,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,Upto 5k,17940,0,14,3,4,80,2,8,2,2,7,5,1,1.0,66775103,Sonya Williams,22,2,1,1
RM826,29,26-35,False,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,5k-10k,17689,1,15,3,3,80,1,10,2,2,10,7,1,2.0,84593961,Terrance Huerta,30,1,2,1
RM837,29,26-35,True,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,5k-10k,11162,1,13,3,1,80,1,11,3,1,11,8,3,10.0,98834863,Isaac Olson,29,0,1,2
RM853,29,26-35,False,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,Upto 5k,26342,1,13,3,1,80,1,10,5,3,10,8,0,8.0,75319931,Shelly Willis,27,2,2,1
RM860,29,26-35,False,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,Female,69,1,1,Research Scientist,4,Married,2168,Upto 5k,26933,0,18,3,1,80,1,6,2,2,5,4,1,3.0,30776478,Judith Padilla,23,2,0,1
RM894,29,26-35,False,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced,3760,Upto 5k,5598,1,15,3,1,80,3,3,5,3,3,2,1,2.0,35487660,Shaun White,28,1,1,1
RM904,29,26-35,False,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,5k-10k,4204,1,11,3,2,80,2,6,2,3,6,0,1,0.0,49823450,Matthew Fox,30,0,0,1
RM906,29,26-35,False,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,16124,15k+,3423,3,14,3,2,80,2,9,2,2,7,7,1,7.0,39219319,Renee Wilkerson,25,2,1,2
RM933,29,26-35,True,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,Upto 5k,17285,3,13,3,1,80,2,10,2,3,7,7,7,7.0,17849494,Kathleen Finley,30,0,0,2
RM1006,29,26-35,False,Travel_Rarely,332,Human Resources,17,3,Other,1,1419,2,Male,51,2,3,Human Resources,1,Single,7988,5k-10k,9769,1,13,3,1,80,0,10,3,2,10,9,0,9.0,87736262,Mark Howard,26,1,2,0
RM1008,29,26-35,True,Travel_Frequently,337,Research & Development,14,1,Other,1,1421,3,Female,84,3,3,Healthcare Representative,4,Single,7553,5k-10k,22930,0,12,3,1,80,0,9,1,3,8,7,7,7.0,82772208,Briana Bray,27,1,0,0
RM1058,29,26-35,True,Travel_Frequently,115,Sales,13,3,Technical Degree,1,1487,1,Female,51,3,2,Sales Executive,2,Single,5765,5k-10k,17485,5,11,3,1,80,0,7,4,1,5,3,0,0.0,18181586,Bradley Walker,29,1,0,0
RM1064,29,26-35,False,Travel_Rarely,1246,Sales,19,3,Life Sciences,1,1497,3,Male,77,2,2,Sales Executive,3,Divorced,8620,5k-10k,23757,1,14,3,3,80,2,10,3,3,10,7,0,4.0,52091325,Rachel Erickson,20,0,1,0
RM1073,29,26-35,False,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,1513,4,Female,97,3,1,Laboratory Technician,2,Married,3180,Upto 5k,4668,0,13,3,3,80,3,4,3,3,3,2,0,2.0,17672593,Kristin Reed,28,1,0,2
RM1078,29,26-35,True,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,1522,1,Male,100,2,1,Research Scientist,1,Single,2362,Upto 5k,7568,6,13,3,3,80,0,11,2,1,9,7,0,7.0,16729990,Emily Sherman,22,0,2,2
RM1091,29,26-35,False,Travel_Rarely,441,Research & Development,8,1,Other,1,1544,3,Female,39,1,2,Healthcare Representative,1,Married,9715,5k-10k,7288,3,13,3,3,80,1,9,3,3,7,7,0,7.0,88406989,Samuel Fitzgerald,29,1,2,0
RM1105,29,26-35,False,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,1558,3,Male,91,4,1,Research Scientist,3,Married,2451,Upto 5k,22376,6,18,3,1,80,2,5,2,2,1,0,0,0.0,73993471,Steven Walsh,20,1,1,2
RM1123,29,26-35,False,Travel_Rarely,1370,Research & Development,3,1,Medical,1,1586,2,Male,87,3,1,Laboratory Technician,1,Single,4723,Upto 5k,16213,1,18,3,4,80,0,10,3,3,10,9,1,5.0,77491435,Carol Carlson,28,1,0,1
RM1126,29,26-35,False,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,5k-10k,24483,1,19,3,4,80,1,6,0,4,6,4,1,3.0,81286543,Mark Chapman,29,0,0,0
RM1173,29,26-35,False,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,5869,5k-10k,23413,9,11,3,3,80,0,8,2,3,5,2,1,4.0,31130263,Leslie Wilson,25,1,2,0
RM1189,29,26-35,False,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187,Upto 5k,3356,1,13,3,2,80,1,10,3,2,10,0,0,9.0,17634247,Lisa Allen,21,2,0,2
RM1220,29,26-35,False,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974,Upto 5k,25412,9,17,3,3,80,1,9,2,3,5,3,1,2.0,78159587,Casey Smith,22,1,0,0
RM1250,29,26-35,True,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,Upto 5k,14630,1,13,3,3,80,0,2,3,3,2,2,2,2.0,20752378,Luis Haney,27,0,2,2
RM1251,29,26-35,False,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,5k-10k,23060,8,12,3,4,80,0,10,5,4,3,2,0,2.0,34941004,Hannah Bowman,26,0,0,1
RM1259,29,26-35,False,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109,Upto 5k,10007,1,13,3,3,80,1,1,2,3,1,0,0,0.0,19196777,Philip Perry,26,2,1,1
RM1314,29,26-35,True,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335,Upto 5k,3157,4,15,3,4,80,3,4,3,3,2,2,2,0.0,89864260,Belinda Leblanc,30,1,1,2
RM1319,29,26-35,False,Travel_Frequently,574,Research & Development,20,1,Medical,1,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812,Upto 5k,7003,1,13,3,2,80,0,11,3,4,11,8,3,10.0,19121552,Robert Garcia,20,1,1,2
RM1325,29,26-35,False,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,5k-10k,21143,8,17,3,4,80,2,11,3,3,7,0,1,6.0,41568532,Jamie Peck,21,2,0,0
RM1330,29,26-35,False,TravelRarely,352,Human Resources,6,1,Medical,1,1865,4,Male,87,2,1,Human Resources,2,Married,2804,Upto 5k,15434,1,11,3,4,80,0,1,3,3,1,0,0,0.0,64193837,Pamela Benson,23,0,0,0
RM1333,29,26-35,True,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,4,Male,73,2,1,Research Scientist,4,Single,2439,Upto 5k,14753,1,24,4,2,80,0,1,3,2,1,0,1,0.0,26090908,Jesse Tapia,27,2,1,2
RM1344,29,26-35,False,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,1883,4,Male,59,3,1,Laboratory Technician,1,Single,2062,Upto 5k,19384,3,14,3,2,80,0,11,2,3,3,2,1,2.0,86460539,Michael Cook,24,0,0,1
RM1366,29,26-35,True,Travel_Frequently,746,Sales,24,3,Technical Degree,1,1928,3,Male,45,4,1,Sales Representative,1,Single,1091,Upto 5k,10642,1,17,3,4,80,0,1,3,3,1,0,0,0.0,43046464,Bianca Ware,28,2,0,1
RM1388,29,26-35,False,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,1954,1,Male,89,3,2,Healthcare Representative,1,Married,5373,5k-10k,6225,0,12,3,1,80,1,6,5,2,5,3,0,2.0,87701200,Crystal Bryant,24,2,0,0
RM1443,29,26-35,True,Travel_Rarely,1092,Research & Development,1,4,Medical,1,2027,1,Male,36,3,1,Research Scientist,4,Married,4787,Upto 5k,26124,9,14,3,2,80,3,4,3,4,2,2,2,2.0,89795010,Timothy Fleming,20,1,1,1
RM1460,29,26-35,False,Travel_Rarely,1378,Research & Development,13,2,Other,1,2053,4,Male,46,2,2,Laboratory Technician,2,Married,4025,Upto 5k,23679,4,13,3,1,80,1,10,2,3,4,3,0,3.0,15334035,Heather Figueroa,22,0,2,1
RM1461,29,26-35,False,Travel_Rarely,468,Research & Development,28,4,Medical,1,2054,4,Female,73,2,1,Research Scientist,1,Single,3785,Upto 5k,8489,1,14,3,2,80,0,5,3,1,5,4,0,4.0,93131979,Travis Mendoza,24,2,0,2
RM008,30,26-35,False,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,11,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,Upto 5k,13335,1,22,4,2,80,1,1,2,3,1,0,0,0.0,21003626,Joshua Hubbard,25,2,2,0
RM033,30,26-35,False,Travel_Rarely,125,Research & Development,9,2,Medical,1,41,4,Male,83,2,1,Laboratory Technician,3,Single,2206,Upto 5k,16117,1,13,3,1,80,0,10,5,3,10,0,1,8.0,66267415,Christopher Gonzales,23,1,2,1
RM045,30,26-35,False,Travel_Frequently,721,Research & Development,1,2,Medical,1,57,3,Female,58,3,2,Laboratory Technician,4,Single,4011,Upto 5k,10781,1,23,4,4,80,0,12,2,3,12,8,3,7.0,98231132,Tammy Parker,20,0,1,0
RM081,30,26-35,False,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,104,4,Male,55,2,2,Laboratory Technician,4,Married,5126,5k-10k,15998,1,12,3,3,80,2,10,1,2,10,8,3,0.0,88339168,Aaron Hickman,27,0,0,1
RM089,30,26-35,False,Travel_Rarely,288,Research & Development,2,3,Life Sciences,1,117,3,Male,99,2,2,Healthcare Representative,4,Married,4152,Upto 5k,15830,1,19,3,1,80,3,11,3,3,11,10,10,8.0,85863473,Stephanie Jackson,28,0,1,1
RM093,30,26-35,False,Travel_Rarely,1334,Sales,4,2,Medical,1,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209,5k-10k,19760,1,12,3,2,80,3,11,4,2,11,8,2,7.0,80166708,Amanda Mahoney,26,0,1,0
RM121,30,26-35,False,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,Upto 5k,22310,1,25,4,3,80,3,10,2,2,10,7,0,9.0,52462441,Andrew Barker,25,1,1,0
RM140,30,26-35,False,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married,6347,5k-10k,13982,0,19,3,4,80,0,12,2,1,11,9,4,0.0,44999379,Robin Arellano,24,2,0,1
RM144,30,26-35,False,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single,2632,Upto 5k,23910,1,14,3,3,80,0,5,4,2,5,4,0,0.0,37415205,Mary Bailey,29,1,1,2
RM146,30,26-35,False,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,Upto 5k,10415,5,14,3,4,80,1,8,3,3,3,2,2,0.0,99889098,Karen Morgan,29,1,1,0
RM147,30,26-35,False,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,Upto 5k,11162,0,13,3,4,80,0,6,3,3,5,3,1,0.0,52169044,Jerry Bush,27,2,0,2
RM168,30,26-35,False,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419,5k-10k,8053,2,12,3,3,80,1,12,2,3,10,9,7,4.0,42035886,Christopher Robertson,25,0,2,2
RM174,30,26-35,False,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,Upto 5k,11012,1,11,3,3,80,2,12,4,3,12,9,6,10.0,45650176,Caleb Craig,23,2,0,2
RM212,30,26-35,False,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474,5k-10k,20925,1,22,4,3,80,0,12,2,3,11,8,5,8.0,63121477,Peter Perez,26,1,1,0
RM215,30,26-35,True,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,4,Female,88,3,1,Research Scientist,1,Single,2657,Upto 5k,8556,5,11,3,3,80,0,8,5,3,5,2,0,4.0,27566185,Thomas Green,30,1,2,0
RM217,30,26-35,True,Travel_Frequently,334,Sales,26,4,Marketing,1,299,3,Female,52,2,2,Sales Executive,1,Single,6696,5k-10k,22967,5,15,3,3,80,0,9,5,2,6,3,0,1.0,96637649,Linda Rice,21,1,2,0
RM325,30,26-35,False,Travel_Rarely,1275,Research & Development,28,2,Medical,1,441,4,Female,64,3,2,Research Scientist,4,Married,5775,5k-10k,11934,1,13,3,4,80,2,11,2,3,10,8,1,9.0,50264926,Nicholas Gray,30,2,0,1
RM339,30,26-35,False,Travel_Rarely,570,Sales,5,3,Marketing,1,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5k-10k,5431,1,13,3,3,80,3,10,2,3,10,9,1,2.0,71367643,Wanda Walker,20,2,1,2
RM355,30,26-35,False,Non-Travel,641,Sales,25,2,Technical Degree,1,475,4,Female,85,3,2,Sales Executive,3,Married,4736,Upto 5k,6069,7,12,3,2,80,1,4,2,4,2,2,2,2.0,52436584,Ronald Kelley,28,1,1,1
RM382,30,26-35,False,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,Male,72,3,1,Sales Representative,2,Married,2476,Upto 5k,17434,1,18,3,1,80,1,1,3,3,1,0,0,0.0,19736572,Joshua Long,20,2,0,2
RM386,30,26-35,True,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,Male,40,3,1,Research Scientist,4,Single,2285,Upto 5k,3427,9,23,4,3,80,0,3,4,3,1,0,0,0.0,11250299,Barbara Foster,26,2,0,0
RM403,30,26-35,False,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,6577,5k-10k,19558,0,11,3,2,80,0,6,6,3,5,4,4,4.0,71510041,Tom Gregory,26,2,1,0
RM411,30,26-35,False,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,5k-10k,24793,2,20,4,3,80,0,11,2,3,5,4,0,2.0,93370583,Sara Gonzalez,21,1,1,1
RM420,30,26-35,False,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,Upto 5k,16734,4,15,3,3,80,1,9,3,1,5,3,1,4.0,85563727,Mary Turner,30,2,0,1
RM424,30,26-35,False,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,8412,5k-10k,2890,0,11,3,3,80,0,10,3,3,9,8,7,8.0,23419256,Paul Blanchard,23,0,0,1
RM427,30,26-35,False,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,Upto 5k,7181,0,14,3,3,80,0,12,2,2,11,7,6,7.0,19832887,John Hale,28,1,2,0
RM438,30,26-35,False,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,2983,Upto 5k,18398,0,14,3,1,80,0,4,3,3,3,2,1,2.0,82160068,Kelly Anderson,28,0,1,2
RM481,30,26-35,True,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,2033,Upto 5k,14470,1,18,3,3,80,1,1,2,4,1,0,0,0.0,38609087,Amanda Bond,27,1,1,1
RM502,30,26-35,False,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,2083,Upto 5k,22653,1,20,4,3,80,1,1,2,3,1,0,0,0.0,77898694,Karen Zuniga,21,1,2,1
RM546,30,26-35,False,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,Male,99,3,2,Sales Executive,4,Divorced,5304,5k-10k,25275,7,23,4,4,80,1,10,2,2,8,7,7,7.0,45594597,Jennifer Henry,28,0,1,0
RM582,30,26-35,False,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833,Upto 5k,24375,3,21,4,3,80,2,7,2,3,2,2,0,2.0,27778019,Lisa Powell,21,2,1,2
RM603,30,26-35,False,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single,6877,5k-10k,20234,5,24,4,2,80,0,12,4,2,0,0,0,0.0,56843172,Courtney Irwin,26,1,0,1
RM624,30,26-35,False,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861,2,Male,75,2,1,Research Scientist,4,Divorced,3761,Upto 5k,2373,9,12,3,2,80,1,10,3,2,5,4,0,3.0,19233013,Heather Bush,24,2,0,1
RM703,30,26-35,False,Travel_Rarely,231,Sales,8,2,Other,1,982,3,Male,62,3,3,Sales Executive,3,Divorced,7264,5k-10k,9977,5,11,3,1,80,1,10,2,4,8,4,7,7.0,42787299,Jeffrey Taylor,24,2,2,2
RM721,30,26-35,True,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,1,Female,48,3,1,Research Scientist,3,Married,2132,Upto 5k,11539,4,11,3,2,80,0,7,2,3,5,2,0,1.0,59597086,Carolyn Glover,25,0,0,1
RM731,30,26-35,False,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,1015,2,Female,73,4,3,Research Director,1,Married,11416,10k-15k,17802,0,12,3,3,80,3,9,4,2,8,7,1,7.0,48250360,Matthew Hamilton,27,0,0,0
RM733,30,26-35,True,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,2,Female,60,3,1,Laboratory Technician,2,Single,2422,Upto 5k,25725,0,17,3,1,80,0,4,3,3,3,2,1,2.0,31172421,Troy Buchanan,25,2,2,1
RM783,30,26-35,False,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,5k-10k,9096,0,15,3,3,80,1,7,1,2,6,2,0,2.0,68812137,Tony Carrillo,25,1,2,1
RM845,30,26-35,False,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,5k-10k,2706,1,18,3,1,80,1,10,3,3,10,3,1,4.0,82909480,Kevin Stevens,22,0,2,2
RM866,30,26-35,False,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,Upto 5k,13192,8,19,3,3,80,3,8,3,3,4,3,0,3.0,50603163,Jean Carter,22,0,2,0
RM875,30,26-35,False,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,Upto 5k,11309,1,13,3,1,80,3,10,4,2,10,7,8,9.0,92097999,Christina Delgado,26,0,1,1
RM887,30,26-35,False,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married,3579,Upto 5k,9369,0,21,4,1,80,1,12,2,3,11,9,5,7.0,97775215,Tammy Reed,27,0,2,0
RM932,30,26-35,False,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single,4695,Upto 5k,12858,7,18,3,3,80,0,10,3,3,8,4,1,7.0,80993218,Kevin Smith,22,2,2,1
RM942,30,26-35,False,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married,4627,Upto 5k,23631,0,12,3,1,80,1,10,6,3,9,2,6,7.0,11049999,Andrew Vasquez,21,0,2,0
RM949,30,26-35,False,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married,11916,10k-15k,25927,1,23,4,4,80,2,9,2,3,9,1,0,8.0,99639081,Annette Dunn,21,2,0,0
RM1014,30,26-35,False,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,Female,73,3,2,Sales Executive,1,Divorced,4779,Upto 5k,12761,7,14,3,2,80,2,8,3,3,3,2,0,2.0,84437458,Louis Goodman,30,1,2,2
RM1050,30,26-35,False,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,1479,4,Male,96,3,2,Sales Executive,3,Married,5301,5k-10k,2939,8,15,3,3,80,2,4,2,2,2,1,2,2.0,50181935,Michelle Leonard,26,2,1,2
RM1053,30,26-35,False,Non-Travel,990,Research & Development,7,3,Technical Degree,1,1482,3,Male,64,3,1,Research Scientist,3,Divorced,1274,Upto 5k,7152,1,13,3,2,80,2,1,2,2,1,0,0,0.0,99038526,Shelley Patterson,28,2,2,1
RM1065,30,26-35,False,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,1499,3,Male,46,3,1,Human Resources,3,Divorced,2064,Upto 5k,15428,0,21,4,1,80,1,6,3,4,5,3,1,3.0,23903144,Kylie Williams,27,0,2,1
RM1107,30,26-35,True,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,2,Male,64,2,2,Sales Executive,1,Married,9714,5k-10k,5323,1,11,3,4,80,1,10,4,3,10,8,6,7.0,28024248,Andrew Meyer,23,0,1,2
RM1110,30,26-35,False,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,3,Male,33,3,3,Sales Executive,2,Married,9250,5k-10k,17799,3,12,3,2,80,1,9,3,3,4,2,1,3.0,45496015,Evan Martin,30,1,0,1
RM1142,30,26-35,False,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,2,Male,48,2,1,Research Scientist,2,Married,2141,Upto 5k,5348,1,12,3,2,80,1,6,3,2,6,4,1,1.0,25492573,Alison Williams,22,1,1,2
RM1234,30,26-35,False,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,Upto 5k,3811,1,12,3,2,80,1,10,2,2,10,0,0,8.0,24366125,Michael Lowery,20,0,2,2
RM1245,30,26-35,False,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,Upto 5k,26427,0,16,3,4,80,0,10,2,3,9,7,0,7.0,84252420,Patricia Hernandez,23,0,1,2
